Energy (Hartree)	Bond Length (Å)	Angle (°)
-396.677138852	1.8	98.6
-396.688212589	1.3	98.6
-396.695197985	1.8	98.6
-396.694994068	1.2	98.6
-396.682339524	1.8	98.6
-396.648611286	1.1	98.6
-396.579939796	1.8	98.6
-396.56852869	1.0	98.6
-396.637296655	1.8	98.6
-396.671098052	1.0	98.6
-396.683812172	1.7	98.6
-396.684070203	1.1	98.6
-396.677138852	1.7	98.6
-396.666121177	1.2	98.6
-396.652785354	1.7	98.6
-396.638143333	1.3	98.6
-396.622815659	1.7	98.6
-396.607226837	1.4	98.6
-396.594099915	1.7	98.6
-396.609643398	1.5	98.6
-396.624919999	1.7	98.6
-396.639506785	1.6	98.6
-396.652785354	1.7	98.6
-396.663745703	1.7	98.6
-396.670620205	1.7	98.6
-396.670303873	1.8	98.6
-396.657525368	1.7	98.6
-396.623646973	1.9	98.6
-396.55478228	1.7	98.6
-396.53973209	2.0	98.6
-396.608689873	1.7	98.6
-396.64264518	2.0	98.6
-396.655489265	1.6	98.6
-396.655864927	1.9	98.6
-396.649047383	1.6	98.6
-396.638143333	1.8	98.6
-396.624919999	1.6	98.6
-396.610385754	1.7	98.6
-396.595157187	1.6	98.6
-396.579655912	1.6	98.6
-396.56450871	1.6	98.6
-396.579972112	1.5	98.6
-396.595157187	1.6	98.6
-396.609643398	1.4	98.6
-396.622815659	1.6	98.6
-396.633666932	1.3	98.6
-396.640430265	1.6	98.6
-396.639997446	1.2	98.6
-396.627090033	1.6	98.6
-396.593061278	1.1	98.6
-396.524016753	1.6	98.6
-396.508073564	1.0	98.6
-396.577196872	1.6	98.6
-396.611293273	1.0	98.6
-396.624259264	1.5	98.6
-396.624744691	1.1	98.6
-396.618030698	1.5	98.6
-396.607226837	1.2	98.6
-396.594099914	1.5	98.6
-396.579655912	1.3	98.6
-396.56450871	1.5	98.6
-396.549077992	1.4	98.6
-396.549050879	1.5	98.6
-396.564480361	1.5	98.7
-396.579626477	1.5	98.7
-396.594069609	1.6	98.7
-396.607195934	1.5	98.7
-396.617999496	1.7	98.7
-396.62471346	1.5	98.7
-396.624228194	1.8	98.7
-396.611262455	1.5	98.7
-396.577166346	1.9	98.7
-396.508043421	1.5	98.7
-396.52398758	2.0	98.7
-396.593031469	1.5	98.7
-396.627059637	2.0	98.7
-396.639966474	1.4	98.7
-396.640398801	1.9	98.7
-396.633635189	1.4	98.7
-396.622783956	1.8	98.7
-396.609612096	1.4	98.7
-396.595126621	1.7	98.7
-396.579942556	1.4	98.7
-396.564480361	1.6	98.7
-396.579626477	1.4	98.7
-396.595126621	1.5	98.7
-396.610354312	1.4	98.7
-396.624888022	1.4	98.7
-396.638111232	1.4	98.7
-396.649015592	1.3	98.7
-396.65583382	1.4	98.7
-396.655459078	1.2	98.7
-396.642615992	1.4	98.7
-396.608661654	1.1	98.7
-396.539704836	1.4	98.7
-396.554758088	1.0	98.7
-396.623621399	1.4	98.7
-396.657498339	1.0	98.7
-396.670275313	1.3	98.7
-396.670590179	1.1	98.7
-396.663714479	1.3	98.7
-396.652753369	1.2	98.7
-396.639474555	1.3	98.7
-396.624888022	1.3	98.7
-396.609612096	1.3	98.7
-396.594069609	1.4	98.7
-396.607195935	1.3	98.7
-396.622783956	1.5	98.7
-396.638111232	1.3	98.7
-396.652753369	1.6	98.7
-396.666089905	1.3	98.7
-396.677108902	1.7	98.7
-396.684042085	1.3	98.7
-396.683786188	1.8	98.7
-396.671074257	1.3	98.7
-396.637274916	1.9	98.7
-396.568508843	1.3	98.7
-396.57992559	2.0	98.7
-396.648594577	1.3	98.7
-396.682320041	2.0	98.7
-396.694971614	1.2	98.7
-396.695172605	1.9	98.7
-396.688184627	1.2	98.7
-396.677108902	1.8	98.7
-396.663714479	1.2	98.7
-396.649015593	1.7	98.7
-396.63363519	1.2	98.7
-396.617999496	1.6	98.7
-396.624713461	1.2	98.7
-396.640398802	1.5	98.7
-396.65583382	1.2	98.7
-396.67059018	1.4	98.7
-396.684042086	1.2	98.7
-396.695172606	1.3	98.7
-396.70221159	1.2	98.7
-396.702059796	1.2	98.7
-396.689461424	1.2	98.7
-396.655802541	1.1	98.7
-396.587225468	1.2	98.7
-396.58730313	1.0	98.7
-396.65579918	1.2	98.7
-396.689400826	1.0	98.7
-396.701952946	1.1	98.7
-396.702059797	1.1	98.7
-396.694971615	1.1	98.7
-396.683786189	1.2	98.7
-396.670275314	1.1	98.7
-396.65545908	1.3	98.7
-396.639966475	1.1	98.7
-396.624228195	1.4	98.7
-396.611262457	1.1	98.7
-396.62705964	1.5	98.7
-396.642615994	1.1	98.7
-396.657498341	1.6	98.7
-396.671074259	1.1	98.7
-396.682320042	1.7	98.7
-396.689461426	1.1	98.7
-396.689400827	1.8	98.7
-396.676892043	1.1	98.7
-396.643338918	1.9	98.7
-396.574907559	1.1	98.7
-396.541441908	2.0	98.7
-396.609829321	1.1	98.7
-396.643338919	2.0	98.7
-396.655799183	1.0	98.7
-396.655802544	1.9	98.7
-396.648594581	1.0	98.7
-396.63727492	1.8	98.7
-396.623621403	1.0	98.7
-396.608661657	1.7	98.7
-396.593031473	1.0	98.7
-396.57716635	1.6	98.7
-396.508043428	1.0	98.7
-396.523987587	1.5	98.7
-396.539704843	1.0	98.7
-396.554758095	1.4	98.7
-396.568508849	1.0	98.7
-396.579925596	1.3	98.7
-396.587225474	1.0	98.7
-396.587303136	1.2	98.7
-396.574907564	1.0	98.7
-396.541441911	1.1	98.7
-396.473072903	1.0	98.7
-396.473094644	1.0	98.7
-396.541456571	1.0	98.8
-396.574914666	1.0	98.8
-396.587302492	1.0	98.8
-396.587217354	1.1	98.8
-396.57991075	1.0	98.8
-396.568488397	1.2	98.8
-396.554733334	1.0	98.8
-396.539677056	1.3	98.8
-396.523957916	1.0	98.8
-396.50801282	1.4	98.8
-396.577135368	1.0	98.8
-396.593001173	1.5	98.8
-396.608632912	1.0	98.8
-396.623595269	1.6	98.8
-396.637252586	1.0	98.8
-396.648577244	1.7	98.8
-396.655791221	1.0	98.8
-396.655794519	1.8	98.8
-396.643341077	1.0	98.8
-396.609838013	1.9	98.8
-396.541456568	1.0	98.8
-396.574914661	2.0	98.8
-396.643341075	1.0	98.8
-396.676888691	2.0	98.8
-396.689391647	1.1	98.8
-396.689446513	1.9	98.8
-396.682299946	1.1	98.8
-396.671049883	1.8	98.8
-396.657470764	1.1	98.8
-396.642586291	1.7	98.8
-396.627028763	1.1	98.8
-396.611231191	1.6	98.8
-396.624196687	1.1	98.8
-396.639935035	1.5	98.8
-396.655428393	1.1	98.8
-396.670246222	1.4	98.8
-396.683759642	1.1	98.8
-396.694948568	1.3	98.8
-396.702041041	1.1	98.8
-396.70193895	1.2	98.8
-396.689391646	1.1	98.8
-396.655794516	1.1	98.8
-396.587302487	1.1	98.8
-396.587217348	1.0	98.8
-396.655791218	1.1	98.8
-396.689446512	1.0	98.8
-396.702041041	1.2	98.8
-396.702189037	1.1	98.8
-396.695146654	1.2	98.8
-396.684013425	1.2	98.8
-396.67055964	1.2	98.8
-396.65580223	1.3	98.8
-396.640366886	1.2	98.8
-396.624681806	1.4	98.8
-396.617967885	1.2	98.8
-396.633603011	1.5	98.8
-396.648983337	1.2	98.8
-396.663682762	1.6	98.8
-396.677078432	1.2	98.8
-396.688156119	1.7	98.8
-396.695146654	1.2	98.8
-396.694948567	1.8	98.8
-396.682299944	1.2	98.8
-396.64857724	1.9	98.8
-396.579910743	1.2	98.8
-396.568488391	2.0	98.8
-396.637252582	1.2	98.8
-396.671049881	2.0	98.8
-396.683759641	1.3	98.8
-396.684013425	1.9	98.8
-396.677078432	1.3	98.8
-396.666058137	1.8	98.8
-396.652720914	1.3	98.8
-396.638078687	1.7	98.8
-396.622751834	1.3	98.8
-396.607164638	1.6	98.8
-396.594038926	1.3	98.8
-396.609580392	1.5	98.8
-396.62485562	1.3	98.8
-396.639441877	1.4	98.8
-396.652720914	1.3	98.8
-396.663682762	1.3	98.8
-396.67055964	1.3	98.8
-396.670246221	1.2	98.8
-396.657470762	1.3	98.8
-396.623595265	1.1	98.8
-396.554733327	1.3	98.8
-396.539677049	1.0	98.8
-396.608632908	1.3	98.8
-396.642586289	1.0	98.8
-396.655428392	1.4	98.8
-396.655802229	1.1	98.8
-396.648983337	1.4	98.8
-396.638078687	1.2	98.8
-396.62485562	1.4	98.8
-396.610322466	1.3	98.8
-396.595095673	1.4	98.8
-396.579596681	1.4	98.8
-396.564451667	1.4	98.8
-396.579912636	1.5	98.8
-396.595095673	1.4	98.8
-396.609580392	1.6	98.8
-396.622751834	1.4	98.8
-396.63360301	1.7	98.8
-396.640366885	1.4	98.8
-396.639935034	1.8	98.8
-396.627028761	1.4	98.8
-396.593001169	1.9	98.8
-396.523957909	1.4	98.8
-396.508012814	2.0	98.8
-396.577135364	1.4	98.8
-396.611231189	2.0	98.8
-396.624196686	1.5	98.8
-396.624681805	1.9	98.8
-396.617967884	1.5	98.8
-396.607164638	1.8	98.8
-396.594038926	1.5	98.8
-396.579596681	1.7	98.8
-396.564451667	1.5	98.8
-396.549023438	1.6	98.8
-396.548995668	1.5	98.8
-396.564422629	1.5	98.9
-396.579566523	1.5	98.9
-396.594007865	1.4	98.9
-396.607132947	1.5	98.9
-396.617935864	1.3	98.9
-396.624649727	1.5	98.9
-396.624164742	1.2	98.9
-396.611199475	1.5	98.9
-396.577103925	1.1	98.9
-396.507981743	1.5	98.9
-396.52392774	1.0	98.9
-396.592970378	1.5	98.9
-396.626997404	1.0	98.9
-396.639903126	1.6	98.9
-396.640334515	1.1	98.9
-396.633570394	1.6	98.9
-396.622719292	1.2	98.9
-396.609548287	1.6	98.9
-396.595064342	1.3	98.9
-396.579882352	1.6	98.9
-396.564422629	1.4	98.9
-396.579566523	1.6	98.9
-396.595064342	1.5	98.9
-396.610290218	1.6	98.9
-396.624822795	1.6	98.9
-396.638045697	1.6	98.9
-396.648950617	1.7	98.9
-396.655770155	1.6	98.9
-396.655397206	1.8	98.9
-396.642556072	1.6	98.9
-396.608603638	1.9	98.9
-396.539648728	1.6	98.9
-396.554707997	2.0	98.9
-396.623568572	1.6	98.9
-396.657442638	2.0	98.9
-396.670216597	1.7	98.9
-396.670528588	1.9	98.9
-396.663650553	1.7	98.9
-396.652687988	1.8	98.9
-396.639408752	1.7	98.9
-396.624822795	1.7	98.9
-396.609548287	1.7	98.9
-396.594007865	1.6	98.9
-396.607132947	1.7	98.9
-396.622719293	1.5	98.9
-396.638045697	1.7	98.9
-396.652687988	1.4	98.9
-396.666025873	1.7	98.9
-396.677047442	1.3	98.9
-396.683984221	1.7	98.9
-396.683732532	1.2	98.9
-396.671024925	1.7	98.9
-396.637229654	1.1	98.9
-396.568467334	1.7	98.9
-396.579895258	1.0	98.9
-396.648559276	1.7	98.9
-396.682279236	1.0	98.9
-396.694924927	1.8	98.9
-396.695120132	1.1	98.9
-396.688127065	1.8	98.9
-396.677047442	1.2	98.9
-396.663650554	1.8	98.9
-396.648950617	1.3	98.9
-396.633570395	1.8	98.9
-396.617935864	1.4	98.9
-396.624649728	1.8	98.9
-396.640334516	1.5	98.9
-396.655770156	1.8	98.9
-396.670528589	1.6	98.9
-396.683984222	1.8	98.9
-396.695120132	1.7	98.9
-396.702165886	1.8	98.9
-396.702021664	1.8	98.9
-396.689430957	1.8	98.9
-396.655779236	1.9	98.9
-396.587208555	1.8	98.9
-396.587301138	2.0	98.9
-396.655789163	1.8	98.9
-396.689381797	2.0	98.9
-396.701924306	1.9	98.9
-396.702021665	1.9	98.9
-396.694924928	1.9	98.9
-396.683732533	1.8	98.9
-396.670216599	1.9	98.9
-396.655397208	1.7	98.9
-396.639903127	1.9	98.9
-396.624164743	1.6	98.9
-396.611199478	1.9	98.9
-396.626997407	1.5	98.9
-396.642556074	1.9	98.9
-396.657442641	1.4	98.9
-396.671024927	1.9	98.9
-396.682279237	1.3	98.9
-396.689430959	1.9	98.9
-396.689381798	1.2	98.9
-396.676884644	1.9	98.9
-396.643342515	1.1	98.9
-396.574921028	1.9	98.9
-396.541470464	1.0	98.9
-396.609845963	1.9	98.9
-396.643342517	1.0	98.9
-396.655789165	2.0	98.9
-396.655779239	1.1	98.9
-396.64855928	2.0	98.9
-396.637229658	1.2	98.9
-396.623568575	2.0	98.9
-396.608603642	1.3	98.9
-396.592970382	2.0	98.9
-396.577103929	1.4	98.9
-396.50798175	2.0	98.9
-396.523927747	1.5	98.9
-396.539648735	2.0	98.9
-396.554708004	1.6	98.9
-396.568467341	2.0	98.9
-396.579895264	1.7	98.9
-396.587208561	2.0	98.9
-396.587301144	1.8	98.9
-396.574921033	2.0	98.9
-396.541470467	1.9	98.9
-396.473115596	2.0	98.9
-396.473135758	2.0	98.9
-396.541483599	2.0	99.0
-396.574926665	2.0	99.0
-396.587299091	2.0	99.0
-396.587199096	1.9	99.0
-396.57987914	2.0	99.0
-396.568445681	1.8	99.0
-396.554682105	2.0	99.0
-396.539619881	1.7	99.0
-396.52389708	2.0	99.0
-396.507950216	1.6	99.0
-396.577072033	2.0	99.0
-396.592939101	1.5	99.0
-396.608573847	2.0	99.0
-396.623541322	1.4	99.0
-396.637206137	2.0	99.0
-396.648540689	1.3	99.0
-396.655766599	2.0	99.0
-396.655783123	1.2	99.0
-396.64334324	2.0	99.0
-396.609853172	1.1	99.0
-396.541483597	2.0	99.0
-396.57492666	1.0	99.0
-396.643343239	2.0	99.0
-396.676879903	1.0	99.0
-396.689371279	1.9	99.0
-396.689414763	1.1	99.0
-396.682257918	1.9	99.0
-396.670999391	1.2	99.0
-396.65741397	1.9	99.0
-396.642525344	1.3	99.0
-396.62696557	1.9	99.0
-396.611167317	1.4	99.0
-396.624132363	1.9	99.0
-396.639870752	1.5	99.0
-396.655365523	1.9	99.0
-396.670186445	1.6	99.0
-396.683704861	1.9	99.0
-396.694900695	1.7	99.0
-396.702001667	1.9	99.0
-396.701909016	1.8	99.0
-396.689371278	1.9	99.0
-396.65578312	1.9	99.0
-396.587299086	1.9	99.0
-396.58719909	2.0	99.0
-396.655766595	1.9	99.0
-396.689414761	2.0	99.0
-396.702001667	1.8	99.0
-396.702142139	1.9	99.0
-396.69509304	1.8	99.0
-396.683954477	1.8	99.0
-396.670497024	1.8	99.0
-396.6557376	1.7	99.0
-396.640301694	1.8	99.0
-396.624617226	1.6	99.0
-396.617903435	1.8	99.0
-396.633537343	1.5	99.0
-396.648917434	1.8	99.0
-396.663617853	1.4	99.0
-396.677015933	1.8	99.0
-396.688097465	1.3	99.0
-396.69509304	1.8	99.0
-396.694900694	1.2	99.0
-396.682257916	1.8	99.0
-396.648540685	1.1	99.0
-396.579879134	1.8	99.0
-396.568445674	1.0	99.0
-396.637206133	1.8	99.0
-396.670999389	1.0	99.0
-396.68370486	1.7	99.0
-396.683954477	1.1	99.0
-396.677015933	1.7	99.0
-396.665993115	1.2	99.0
-396.652654593	1.7	99.0
-396.638012263	1.3	99.0
-396.622686333	1.7	99.0
-396.607100864	1.4	99.0
-396.593976427	1.7	99.0
-396.609515781	1.5	99.0
-396.624789545	1.7	99.0
-396.63937518	1.6	99.0
-396.652654593	1.7	99.0
-396.663617853	1.7	99.0
-396.670497024	1.7	99.0
-396.670186443	1.8	99.0
-396.657413968	1.7	99.0
-396.623541319	1.9	99.0
-396.554682098	1.7	99.0
-396.539619875	2.0	99.0
-396.608573843	1.7	99.0
-396.642525342	2.0	99.0
-396.655365522	1.6	99.0
-396.6557376	1.9	99.0
-396.648917433	1.6	99.0
-396.638012263	1.8	99.0
-396.624789545	1.6	99.0
-396.610257566	1.7	99.0
-396.595032629	1.6	99.0
-396.579536004	1.6	99.0
-396.564393245	1.6	99.0
-396.579851705	1.5	99.0
-396.595032629	1.6	99.0
-396.609515781	1.4	99.0
-396.622686333	1.6	99.0
-396.633537343	1.3	99.0
-396.640301693	1.6	99.0
-396.63987075	1.2	99.0
-396.626965568	1.6	99.0
-396.592939097	1.1	99.0
-396.523897073	1.6	99.0
-396.507950209	1.0	99.0
-396.577072029	1.6	99.0
-396.611167314	1.0	99.0
-396.624132361	1.5	99.0
-396.624617225	1.1	99.0
-396.617903435	1.5	99.0
-396.607100863	1.2	99.0
-396.593976427	1.5	99.0
-396.579536004	1.3	99.0
-396.564393245	1.5	99.0
-396.548967571	1.4	99.0
-396.548939146	1.5	99.0
-396.564363517	1.5	99.1
-396.579505124	1.5	99.1
-396.593944611	1.6	99.1
-396.607068386	1.5	99.1
-396.617870597	1.7	99.1
-396.624584301	1.5	99.1
-396.624099545	1.8	99.1
-396.611134707	1.5	99.1
-396.577039678	1.9	99.1
-396.507918212	1.5	99.1
-396.523865909	2.0	99.1
-396.592907327	1.5	99.1
-396.626933252	2.0	99.1
-396.639837908	1.4	99.1
-396.640268419	1.9	99.1
-396.633503855	1.4	99.1
-396.622652954	1.8	99.1
-396.609482876	1.4	99.1
-396.595000534	1.7	99.1
-396.579820694	1.4	99.1
-396.564363517	1.6	99.1
-396.579505124	1.4	99.1
-396.595000534	1.5	99.1
-396.610224511	1.4	99.1
-396.624755873	1.4	99.1
-396.637978385	1.4	99.1
-396.648883786	1.3	99.1
-396.655704562	1.4	99.1
-396.655333339	1.2	99.1
-396.6424941	1.4	99.1
-396.608543524	1.1	99.1
-396.539590489	1.4	99.1
-396.554655632	1.0	99.1
-396.623513507	1.4	99.1
-396.657384752	1.0	99.1
-396.670155759	1.3	99.1
-396.670464948	1.1	99.1
-396.663584661	1.3	99.1
-396.652620728	1.2	99.1
-396.639341161	1.3	99.1
-396.624755873	1.3	99.1
-396.609482876	1.3	99.1
-396.593944611	1.4	99.1
-396.607068387	1.3	99.1
-396.622652955	1.5	99.1
-396.637978386	1.3	99.1
-396.652620729	1.6	99.1
-396.665959863	1.3	99.1
-396.676983906	1.7	99.1
-396.683924191	1.3	99.1
-396.683676627	1.8	99.1
-396.670973275	1.3	99.1
-396.637182019	1.9	99.1
-396.568423411	1.3	99.1
-396.579862373	2.0	99.1
-396.648521469	1.3	99.1
-396.682235985	2.0	99.1
-396.69487587	1.2	99.1
-396.695065378	1.9	99.1
-396.688067321	1.2	99.1
-396.676983906	1.8	99.1
-396.663584661	1.2	99.1
-396.648883786	1.7	99.1
-396.633503855	1.2	99.1
-396.617870598	1.6	99.1
-396.624584302	1.2	99.1
-396.64026842	1.5	99.1
-396.655704562	1.2	99.1
-396.670464949	1.4	99.1
-396.683924191	1.2	99.1
-396.695065378	1.3	99.1
-396.702117795	1.2	99.1
-396.70198105	1.2	99.1
-396.689397924	1.2	99.1
-396.655753297	1.1	99.1
-396.587188954	1.2	99.1
-396.587296331	1.0	99.1
-396.65577639	1.2	99.1
-396.68936009	1.0	99.1
-396.70189308	1.1	99.1
-396.70198105	1.1	99.1
-396.694875871	1.1	99.1
-396.683676628	1.2	99.1
-396.67015576	1.1	99.1
-396.65533334	1.3	99.1
-396.63983791	1.1	99.1
-396.624099547	1.4	99.1
-396.611134709	1.1	99.1
-396.626933254	1.5	99.1
-396.642494102	1.1	99.1
-396.657384754	1.6	99.1
-396.670973277	1.1	99.1
-396.682235987	1.7	99.1
-396.689397926	1.1	99.1
-396.689360091	1.8	99.1
-396.676874467	1.1	99.1
-396.643343247	1.9	99.1
-396.574931559	1.1	99.1
-396.541495967	2.0	99.1
-396.60985964	1.1	99.1
-396.643343249	2.0	99.1
-396.655776393	1.0	99.1
-396.6557533	1.9	99.1
-396.648521472	1.0	99.1
-396.637182023	1.8	99.1
-396.623513511	1.0	99.1
-396.608543528	1.7	99.1
-396.592907331	1.0	99.1
-396.577039682	1.6	99.1
-396.507918219	1.0	99.1
-396.523865916	1.5	99.1
-396.539590495	1.0	99.1
-396.554655638	1.4	99.1
-396.568423418	1.0	99.1
-396.579862379	1.3	99.1
-396.58718896	1.0	99.1
-396.587296336	1.2	99.1
-396.574931563	1.0	99.1
-396.54149597	1.1	99.1
-396.473155133	1.0	99.1
-396.473173721	1.0	99.1
-396.54150758	1.0	99.2
-396.574935729	1.0	99.2
-396.587292879	1.0	99.2
-396.587178155	1.1	99.2
-396.579844981	1.0	99.2
-396.568400552	1.2	99.2
-396.554628605	1.0	99.2
-396.539560577	1.3	99.2
-396.523834256	1.0	99.2
-396.50788576	1.4	99.2
-396.577006875	1.0	99.2
-396.592875071	1.5	99.2
-396.608512686	1.0	99.2
-396.623485142	1.6	99.2
-396.637157317	1.0	99.2
-396.64850163	1.7	99.2
-396.655739345	1.0	99.2
-396.655768976	1.8	99.2
-396.643342542	1.0	99.2
-396.609865369	1.9	99.2
-396.541507577	1.0	99.2
-396.574935725	2.0	99.2
-396.643342541	1.0	99.2
-396.676868339	2.0	99.2
-396.689348236	1.1	99.2
-396.68938045	1.9	99.2
-396.682213447	1.1	99.2
-396.670946584	1.8	99.2
-396.657354992	1.1	99.2
-396.642462348	1.7	99.2
-396.62690046	1.1	99.2
-396.611101655	1.6	99.2
-396.624066295	1.1	99.2
-396.639804601	1.5	99.2
-396.655300659	1.1	99.2
-396.670124547	1.4	99.2
-396.683647835	1.1	99.2
-396.694850455	1.3	99.2
-396.701959814	1.1	99.2
-396.701876499	1.2	99.2
-396.689348235	1.1	99.2
-396.655768974	1.1	99.2
-396.587292873	1.1	99.2
-396.587178149	1.0	99.2
-396.655739342	1.1	99.2
-396.689380448	1.0	99.2
-396.701959813	1.2	99.2
-396.702092857	1.1	99.2
-396.695037148	1.2	99.2
-396.683893365	1.2	99.2
-396.670432362	1.2	99.2
-396.655671043	1.3	99.2
-396.640234694	1.2	99.2
-396.624550955	1.4	99.2
-396.617837352	1.2	99.2
-396.633469932	1.5	99.2
-396.648849676	1.2	99.2
-396.663550979	1.6	99.2
-396.676951361	1.2	99.2
-396.688036632	1.7	99.2
-396.695037148	1.2	99.2
-396.694850455	1.8	99.2
-396.682213445	1.2	99.2
-396.648501627	1.9	99.2
-396.579844975	1.2	99.2
-396.568400546	2.0	99.2
-396.637157313	1.2	99.2
-396.670946582	2.0	99.2
-396.683647834	1.3	99.2
-396.683893364	1.9	99.2
-396.67695136	1.3	99.2
-396.665926116	1.8	99.2
-396.652586395	1.3	99.2
-396.637944064	1.7	99.2
-396.622619158	1.3	99.2
-396.607035517	1.6	99.2
-396.593912419	1.3	99.2
-396.60944957	1.5	99.2
-396.624721777	1.3	99.2
-396.639306697	1.4	99.2
-396.652586395	1.3	99.2
-396.663550979	1.3	99.2
-396.670432361	1.3	99.2
-396.670124545	1.2	99.2
-396.65735499	1.3	99.2
-396.623485138	1.1	99.2
-396.554628598	1.3	99.2
-396.539560571	1.0	99.2
-396.608512682	1.3	99.2
-396.642462346	1.0	99.2
-396.655300657	1.4	99.2
-396.655671042	1.1	99.2
-396.648849676	1.4	99.2
-396.637944064	1.2	99.2
-396.624721777	1.4	99.2
-396.610191054	1.3	99.2
-396.594968058	1.4	99.2
-396.579473883	1.4	99.2
-396.564333444	1.4	99.2
-396.579789321	1.5	99.2
-396.594968057	1.4	99.2
-396.60944957	1.6	99.2
-396.622619158	1.4	99.2
-396.633469932	1.7	99.2
-396.640234693	1.4	99.2
-396.6398046	1.8	99.2
-396.626900457	1.4	99.2
-396.592875067	1.9	99.2
-396.523834249	1.4	99.2
-396.507885753	2.0	99.2
-396.577006871	1.4	99.2
-396.611101652	2.0	99.2
-396.624066294	1.5	99.2
-396.624550954	1.9	99.2
-396.617837352	1.5	99.2
-396.607035517	1.8	99.2
-396.593912419	1.5	99.2
-396.579473883	1.7	99.2
-396.564333444	1.5	99.2
-396.548910393	1.6	99.2
-396.548881313	1.5	99.2
-396.564303027	1.5	99.3
-396.579442282	1.5	99.3
-396.59387985	1.4	99.3
-396.607002255	1.5	99.3
-396.617803698	1.3	99.3
-396.624517186	1.5	99.3
-396.624032607	1.2	99.3
-396.611068152	1.5	99.3
-396.576973609	1.1	99.3
-396.507852832	1.5	99.3
-396.523802092	1.0	99.3
-396.592842319	1.5	99.3
-396.626867184	1.0	99.3
-396.639770825	1.6	99.3
-396.640200516	1.1	99.3
-396.633435574	1.6	99.3
-396.622584944	1.2	99.3
-396.609415865	1.6	99.3
-396.5949352	1.3	99.3
-396.579757584	1.6	99.3
-396.564303027	1.4	99.3
-396.579442282	1.6	99.3
-396.5949352	1.5	99.3
-396.610157195	1.6	99.3
-396.624687258	1.6	99.3
-396.6379093	1.6	99.3
-396.648815103	1.7	99.3
-396.655637042	1.6	99.3
-396.655267479	1.8	99.3
-396.64243008	1.6	99.3
-396.608481316	1.9	99.3
-396.539530122	1.6	99.3
-396.554600998	2.0	99.3
-396.623456211	1.6	99.3
-396.657324684	2.0	99.3
-396.670092803	1.7	99.3
-396.670399263	1.9	99.3
-396.663516806	1.7	99.3
-396.652551594	1.8	99.3
-396.639271786	1.7	99.3
-396.624687258	1.7	99.3
-396.609415865	1.7	99.3
-396.59387985	1.6	99.3
-396.607002255	1.7	99.3
-396.622584945	1.5	99.3
-396.6379093	1.7	99.3
-396.652551594	1.4	99.3
-396.665891877	1.7	99.3
-396.676918298	1.3	99.3
-396.683861998	1.7	99.3
-396.68361848	1.2	99.3
-396.670919312	1.7	99.3
-396.637132016	1.1	99.3
-396.568377079	1.7	99.3
-396.579826941	1.0	99.3
-396.648481161	1.7	99.3
-396.682190296	1.0	99.3
-396.694824449	1.8	99.3
-396.695008349	1.1	99.3
-396.6880054	1.8	99.3
-396.676918298	1.2	99.3
-396.663516807	1.8	99.3
-396.648815103	1.3	99.3
-396.633435574	1.8	99.3
-396.617803699	1.4	99.3
-396.624517186	1.8	99.3
-396.640200517	1.5	99.3
-396.655637043	1.8	99.3
-396.670399264	1.6	99.3
-396.683861998	1.8	99.3
-396.695008349	1.7	99.3
-396.702067324	1.8	99.3
-396.701937959	1.8	99.3
-396.689362332	1.8	99.3
-396.655724731	1.9	99.3
-396.587166674	1.8	99.3
-396.587288715	2.0	99.3
-396.655760871	1.8	99.3
-396.689335713	2.0	99.3
-396.701859274	1.9	99.3
-396.701937959	1.9	99.3
-396.69482445	1.9	99.3
-396.683618481	1.8	99.3
-396.670092804	1.9	99.3
-396.65526748	1.7	99.3
-396.639770827	1.9	99.3
-396.624032609	1.6	99.3
-396.611068154	1.9	99.3
-396.626867186	1.5	99.3
